ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
2049,Sam Alvey,Mario Yamasaki,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Middleweight,3,0,1,0,8.5,5,31,20,52.5,20.5,4,3.5,78.5,38.5,0,0.5,0.5,0.5,0,87.5,44,0.665,0,0,0,0,93.5,50,1,1,7.5,4.5,6,3,81,41.5,0,0,52.5,17,0,27,23,1,0,87,44.5,0.535,0,3.5,1,0.33,91.5,49,4,518,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,28
2050,Adriano Martins,Leon Roberts,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Lightweight,3,0,1,0,1.333333333,1,1,0,21.33333333,10.66666667,2.666666667,2,22.33333333,10.33333333,0.333333333,1.333333333,1.333333333,1,0,25,12.66666667,0.51,0.333333333,0.333333333,0.333333333,0.333333333,33,20.33333333,1,1,8,3.666666667,0,0,38,12.33333333,0,0,20.33333333,2.333333333,0.333333333,9.666666667,6.333333333,0,0,38,12.33333333,0.326666667,0,0.666666667,0.333333333,0.333333333,38.33333333,12.66666667,4,296.6666667,0,0,0,0,1,1,0,2,Southpaw,177.8,182.88,155,32
2051,Frankie Saenz,Mario Yamasaki,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Bantamweight,3,0,1,0,16,9,49,39,71,24,9,4,83,31,0,30,27,2,0,129,67,0.51,0,9,5,0.55,153,83,1,0,11,9,2,1,47,22,4,2,39,13,0,3,3,0,0,53,25,0.47,0,0,0,0,59,31,3,900,0,0,0,1,0,0,0,1,Orthodox,167.64,167.64,135,34
2052,Sean Strickland,Wernei Cardoso,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",-1,FALSE,Welterweight,3,0,2,0,5,1.5,2.5,2,85,26,10.5,6,82,26,0,11,6.5,1.5,0,98,34,0.43,0.5,2.5,1,0.415,102.5,36.5,2,0,18.5,8,1.5,0.5,96,23.5,1,0,69,12,0,11,4,0,0,98.5,24,0.315,0,1,0.5,0.5,98.5,24,4,586.5,0,0,1,0,0,1,0,2,Orthodox,185.42,193.04,170,23
2053,Marion Reneau,Camila Albuquerque,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Women's Bantamweight,3,0,1,0,22,10,14,9,206,76,1,0,187,64,0,12,11,0,0,221,85,0.38,0,0,0,0,222,86,1,0,8,3,4,2,112,26,0,0,79,7,0,29,18,0,0,116,28,0.24,0,3,0,0,122,33,3,900,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,37
2054,Matt Dwyer,Wernei Cardoso,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Welterweight,3,1,0,0,1,0,0,0,6,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,1,0,0,0,0,7,2,5,2,12,4,2,0,0,0,0,12,4,0.33,0,0,0,0,12,4,1,63,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,170,25
2055,Mike de la Torre,Leon Roberts,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",1,FALSE,Featherweight,3,2,0,0,9.5,7.5,10.5,9.5,83,21.5,0.5,0.5,84,23.5,0,0.5,0.5,0,0,94,31.5,0.43,0,1.5,0.5,0.25,142,76,0,2,13.5,9.5,25.5,20,63,16.5,0,0,70,23,0,5,4,1,0,88.5,36.5,0.45,1,8,2,0.28,108.5,56.5,4,499.5,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,28
2056,Cody Gibson,Camila Albuquerque,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",-1,FALSE,Bantamweight,3,1,0,0,8.666666667,6.333333333,16.66666667,9.666666667,39,11.66666667,4,2,48.33333333,15.33333333,0.666666667,2.666666667,1.666666667,1,0,59.66666667,23.33333333,0.37,0.333333333,2.666666667,1.666666667,0.386666667,70.66666667,33,1,2,9.333333333,7,17.33333333,10.66666667,28.66666667,7.333333333,4.666666667,3.333333333,36.33333333,11,0,5,3.333333333,0.666666667,0,50.66666667,21.33333333,0.45,1.333333333,3.666666667,1.666666667,0.31,83.66666667,53,6,511.3333333,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,27
2057,Josh Shockley,Mario Yamasaki,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil",-1,FALSE,Lightweight,3,1,0,0,5,3,2,1,7,3,3,2,6,2,0,1,1,0,0,12,6,0.5,1,0,0,0,20,13,0,1,0,0,0,0,5,1,19,9,22,9,0,2,1,9,0,24,10,0.41,0,3,2,0.66,45,29,1,297,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,155,25
2058,Brandon Thatch,Herb Dean,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Welterweight,5,0,2,0,5,4.5,10,6,13,5.5,4,3,21,10,1.5,1,0,0,0,27,14.5,0.535,0,0.5,0.5,0.5,31.5,18.5,2,0,1,1,4,2.5,7.5,1,0,0,10.5,2.5,0,0,0,0,0,11.5,3.5,0.29,0,2,0.5,0.25,13,4,2,106.5,0,0,0,0,2,0,0,2,Switch,187.96,187.96,170,29
2059,Cole Miller,Adam Martinez,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Featherweight,3,0,2,0,8.625,4.875,6.0625,3.875,77.625,23.375,5.0625,3.5,76.125,22.3125,0.25,4,3.5625,1.5,0.5,88.75,30.75,0.3275,1.4375,1.0625,0.3125,0.153125,103.375,44.1875,2,6,7.3125,5.125,5.4375,2.9375,71.1875,25.0625,10.75,6.1875,72.0625,22.1875,0.1875,8,6.875,0.375,0.1875,87.375,34.1875,0.393125,0.125,1.9375,0.9375,0.3875,110.0625,54.9375,34,562.8125,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,145,30
2060,Kiichi Kunimoto,Herb Dean,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Welterweight,3,0,3,0,5.333333333,4.666666667,7.666666667,6.333333333,33,10.66666667,1,0.666666667,31.66666667,8.666666667,0,4.666666667,4.333333333,1.333333333,0,41.66666667,17.66666667,0.47,0.333333333,5.333333333,0.666666667,0.143333333,55,27.66666667,3,0,6.666666667,4.666666667,7.333333333,5,33.66666667,17.66666667,1.333333333,1.333333333,29,13,0.666666667,6.666666667,6.333333333,0,0,42.33333333,24,0.62,0.333333333,0,0,0,57,38.66666667,5,416.3333333,0,0,1,0,0,1,0,3,Orthodox,177.8,180.34,170,33
2061,Patrick Walsh,Tom Johnson,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Middleweight,3,0,1,0,0,0,1,1,12,4,11,6,24,11,0,0,0,7,0,24,11,0.45,3,7,5,0.71,127,110,1,0,1,1,10,6,40,17,1,1,46,20,0,4,3,2,0,51,24,0.47,2,1,0,0,80,52,3,900,0,0,0,1,0,0,0,1,,180.34,180.34,185,26
2062,Kevin Lee,Tim Mills,2/14/2015,"Broomfield, Colorado, USA",1,FALSE,Lightweight,3,0,2,0,18.66666667,14.33333333,13.33333333,8.666666667,100.6666667,29.33333333,22.33333333,16,117.3333333,39.33333333,0,0.333333333,0.333333333,2.333333333,0.333333333,136.3333333,54,0.393333333,0.666666667,9.666666667,3,0.296666667,157.6666667,72.33333333,2,1,12.66666667,8.333333333,7,3.333333333,91.33333333,37.33333333,2.333333333,1.666666667,79.33333333,27,0.333333333,8.666666667,7,0,0,100.6666667,42.33333333,0.416666667,1.333333333,1,0.333333333,0.166666667,118.3333333,56.33333333,9,900,0,0,1,1,0,0,0,2,Orthodox,175.26,195.58,170,22
2063,Chris Kelades,Adam Martinez,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Flyweight,3,0,1,0,17,15,16,15,28,9,41,26,62,30,0,6,5,5,0,85,50,0.58,1,5,2,0.4,128,88,1,0,7,5,2,1,34,17,9,8,30,13,0,8,8,4,0,45,26,0.57,0,6,3,0.5,76,55,3,900,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,125,33
2064,Rodrigo de Lima,Don Thais,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Lightweight,3,1,0,0,2,1,0,0,12,3,2,2,8,0,0,4,4,3,1,14,5,0.35,2,3,1,0.33,41,30,0,1,1,1,0,0,55,30,0,0,54,29,1,0,0,0,0,55,30,0.54,0,2,2,1,57,31,2,452,0,0,0,0,0,0,0,0,Orthodox,170.18,190.5,155,23
2065,Jim Alers,Tim Mills,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Featherweight,3,0,1,0,9,5,22,12,57,14,14,10,70,20,1,14,11,0,0,93,36,0.38,0,5,2,0.4,163,97,1,0,15,10,27,22,58,26,16,10,70,33,0,16,15,1,0,101,58,0.57,0,3,1,0.33,112,69,3,900,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,145,28
2066,Tim Elliott,Tom Johnson,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Flyweight,3,2,0,0,17,10.4,12,8.8,99.8,36.4,22.8,13.8,108.2,40.8,0.2,9.4,7.8,3,0,134.6,59,0.502,1.4,6.4,3.6,0.6,218.4,127.8,2,3,11,7.8,6.4,3,108.4,35.6,1.4,0.6,99.4,26.4,0,5.8,5,0.8,0.4,116.2,39.2,0.346,0.2,1.8,0.6,0.15,123.6,45.4,13,769.6,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,135,28
2067,Cody Pfister,Don Thais,2/14/2015,"Broomfield, Colorado, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,24
2068,Nick Diaz,John McCarthy,1/31/2015,"Las Vegas, Nevada, USA",0,FALSE,Middleweight,5,2,0,0,17.76923077,12.69230769,16.92307692,11.07692308,92,34,8.846153846,4.538461538,96.69230769,34.76923077,0.230769231,3.307692308,2.153846154,0.692307692,0.307692308,117.7692308,49.61538462,0.428461538,1,3,1.076923077,0.253076923,191.3076923,118.1538462,3,6,9.615384615,7.846153846,15.30769231,7.384615385,69.15384615,28.61538462,15.38461538,6.846153846,81.38461538,27.84615385,0,8.846153846,7.153846154,0.538461538,0.153846154,99.84615385,42.84615385,0.34,0.307692308,6,2.230769231,0.179230769,126.8461538,67.15384615,37,779.0769231,2,0,0,1,4,2,0,7,Southpaw,185.42,193.04,185,31
2069,Kelvin Gastelum,Herb Dean,1/31/2015,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,5,0,9.4,7.6,11.2,6.2,73,28.6,4.6,2.6,72.8,24.2,0.2,6.6,5.6,2,0.6,88.8,37.4,0.452,0.4,2.4,1.2,0.4,112.6,56.6,5,0,12.2,7.4,5.8,3.6,74.4,23,2.4,1.8,66.6,17.6,0.2,3.8,3.4,0.6,0.8,82.6,28.4,0.372,0,2.2,1,0.398,95,39,11,626.4,1,0,2,1,0,2,0,5,Southpaw,175.26,180.34,185,23
2070,Al Iaquinta,Marc Goddard,1/31/2015,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,2,0,14,8.714285714,5.571428571,3.285714286,111,44.85714286,4.142857143,3.142857143,102,38,0.571428571,4.714285714,4.571428571,0.857142857,0,120.7142857,51.28571429,0.458571429,0.428571429,2.142857143,1,0.321428571,125.5714286,55.28571429,3,2,10.57142857,6.714285714,2.428571429,1,101.7142857,32.14285714,2.428571429,1.714285714,89.42857143,23.42857143,0,6.571428571,4.714285714,0.285714286,0,106.5714286,34.85714286,0.365714286,0.571428571,4.571428571,0.714285714,0.111428571,114.8571429,42.28571429,17,624.1428571,1,0,0,3,2,0,0,5,Orthodox,177.8,177.8,155,27
2071,Tim Boetsch,John McCarthy,1/31/2015,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,10.93333333,7.6,11.93333333,8.466666667,40.2,17.26666667,4,3.066666667,39.06666667,16.06666667,0.333333333,6.133333333,5.133333333,0.733333333,0.133333333,56.13333333,28.8,0.510666667,0.733333333,3.8,1.266666667,0.196,77.06666667,47.26666667,4,6,10.4,8.266666667,10.93333333,6.933333333,43.13333333,13,13,8.6,51.33333333,16.2,0,5.333333333,4.066666667,1.133333333,0,67.06666667,28.53333333,0.444,0.466666667,2.8,1.266666667,0.313333333,93.33333333,52.4,36,639.0666667,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185,34
2072,Thiago Alves,Herb Dean,1/31/2015,"Las Vegas, Nevada, USA",1,FALSE,Welterweight,3,0,1,0,5.777777778,4.666666667,8.666666667,5.111111111,73.44444444,28.38888889,9.722222222,4.888888889,69.88888889,21.16666667,0.555555556,16.16666667,12.55555556,1.055555556,0.111111111,91.83333333,38.38888889,0.473888889,0.277777778,0.944444444,0.611111111,0.332777778,110.2222222,54.16666667,7,6,9.555555556,6.444444444,9.111111111,5.666666667,71.83333333,20.16666667,6.722222222,4.777777778,71.16666667,18.44444444,0.111111111,6.944444444,5.722222222,1.833333333,0.111111111,87.66666667,30.61111111,0.398333333,0.5,5.722222222,1.944444444,0.290555556,107.5555556,48.94444444,43,646.8333333,1,0,0,4,6,1,1,12,Orthodox,175.26,177.8,170,31
2073,Sara McMann,Marc Goddard,1/31/2015,"Las Vegas, Nevada, USA",-1,FALSE,Women's Bantamweight,3,0,1,0,6.333333333,4,4.666666667,3.666666667,23,9.333333333,8.666666667,6.666666667,27,12.66666667,0,3,3,1.333333333,0,36.33333333,19.66666667,0.666666667,0,3.666666667,2.333333333,0.516666667,68.66666667,50,1,1,6.333333333,5.333333333,8.666666667,7,19.33333333,6,11.33333333,10,30.66666667,15.33333333,0.333333333,2.333333333,2.333333333,0,0,39.33333333,23,0.583333333,0,0,0,0,95.33333333,76.33333333,5,404,1,0,1,0,1,0,0,2,Orthodox,167.64,167.64,135,34
2074,Derek Brunson,Mark Smith,1/31/2015,"Las Vegas, Nevada, USA",1,FALSE,Middleweight,3,0,1,0,3.75,1.75,2.5,1.25,53.25,17.25,8.25,4.5,51.25,15.25,0.25,9,6,3.5,0,64,23,0.4025,0.75,7.5,2.75,0.3075,103.25,57.75,2,1,12.25,10,4.75,3.75,45.75,20.5,6.75,5.75,37,13.5,0,8,6.5,0,0,57.25,30,0.3875,0,1,0,0,85,55.5,10,662.75,0,0,0,2,0,1,0,3,Southpaw,185.42,195.58,185,31
2075,John Lineker,John McCarthy,1/31/2015,"Las Vegas, Nevada, USA",1,FALSE,Flyweight,3,0,1,0,35.14285714,20.71428571,8,4.428571429,128.8571429,50.57142857,9.285714286,5.285714286,104.7142857,35.42857143,1,6.285714286,4.142857143,0,0,146.1428571,60.28571429,0.422857143,0.285714286,0.857142857,0.571428571,0.214285714,157.5714286,70.71428571,4,2,13.71428571,7.714285714,6,3.142857143,89.71428571,35.42857143,7.714285714,4.857142857,83.42857143,30.85714286,0,6.285714286,4.857142857,0.571428571,0,103.4285714,43.42857143,0.407142857,0.428571429,3.857142857,1.428571429,0.278571429,116.8571429,54.71428571,16,598,0,0,0,1,4,0,0,5,Orthodox,160.02,170.18,135,24
2076,Tom Watson,Mark Smith,1/31/2015,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,19,11.6,26.2,16,94.2,40.4,2,1.4,81.8,27.2,0.2,21.6,19,0,0,122.4,57.8,0.474,0,1.2,0,0,128.8,64,1,3,10.8,7.6,24.2,16.4,80.4,32,12.4,8.8,100.6,44.4,0,5.6,5.2,2,0,117,57.2,0.484,0.6,7.6,4,0.448,136.2,75.2,14,836.4,0,0,0,1,1,0,0,2,Orthodox,185.42,185.42,185,32
2077,Ildemar Alcantara,Marc Goddard,1/31/2015,"Las Vegas, Nevada, USA",1,FALSE,Middleweight,3,1,0,0,12.4,9.6,7,6,54.6,18.6,7.4,4.8,53,16.6,0,3.6,3.2,1.6,0,69,29.4,0.436,1.2,3.6,2.6,0.746,88.6,45.6,2,2,10.2,6,5.6,4.4,47.6,23.4,21.2,12.4,53,24.6,0,11.2,9.6,2,0.8,74.4,40.2,0.516,0.6,4.8,1,0.292,126,83.4,14,811.8,0,0,1,1,0,1,0,3,Orthodox,187.96,198.12,185,32
2078,Andy Enz,Mark Smith,1/31/2015,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,2,0,0,15.5,11,1.5,1,225,54.5,0.5,0,200.5,36.5,0,11,8,0,0,227,55.5,0.24,0,0.5,0,0,232,60,0,2,19,13,8,5,172.5,68.5,2.5,1.5,137,38,0.5,27,24,1,0,183,75,0.41,0,6,2.5,0.495,188,79.5,6,900,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,185,23
2079,Anthony Johnson,Marc Goddard,1/24/2015,"Stockholm, Sweden",1,FALSE,Light Heavyweight,5,0,2,0,4.615384615,3.307692308,4.153846154,2.846153846,33.84615385,12.53846154,8.461538462,5.076923077,36.84615385,13.15384615,0.692307692,5,4,0.538461538,0.076923077,46.46153846,20.46153846,0.468461538,0.384615385,2,1.153846154,0.26,69.53846154,40.84615385,3,4,4,1.692307692,2.615384615,1.384615385,26.69230769,6.923076923,2.846153846,2.230769231,23.69230769,5.692307692,0,4.461538462,3.153846154,0.461538462,0.076923077,32.15384615,10.53846154,0.283846154,0.692307692,1.538461538,0.230769231,0.076923077,45.46153846,23.46153846,23,400.0769231,0,0,0,2,7,0,0,9,Orthodox,187.96,198.12,205,30
2080,Gegard Mousasi,Leon Roberts,1/24/2015,"Stockholm, Sweden",1,FALSE,Middleweight,3,1,0,0,7.5,3.5,5.25,3,73.5,33.25,6.5,3.75,69.25,29.25,0,8.5,7.25,0.75,0.25,85.25,40,0.485,0.5,0.75,0,0,111,63.5,1,2,8.25,4.5,2,1.25,62.5,15,5,4,55.25,11,0,6,4.75,2.25,0,69.5,20.25,0.3325,0.25,5.25,1.5,0.3075,79.25,29.25,12,876.75,0,0,0,1,0,1,0,2,Orthodox,187.96,193.04,185,29
2081,Ryan Bader,Marc Goddard,1/24/2015,"Stockholm, Sweden",1,FALSE,Light Heavyweight,3,0,3,0,4.666666667,3.466666667,5.533333333,3.666666667,41.13333333,12.2,15.46666667,10.8,51.4,18.2,0.4,6.066666667,5,2.266666667,0,62.13333333,26.66666667,0.404666667,0.333333333,5.866666667,2.6,0.292666667,90.86666667,52.66666667,5,4,4.533333333,2.866666667,2.133333333,1.4,43.13333333,10.46666667,2.333333333,1.6,40.33333333,8.733333333,0.2,2.733333333,1.866666667,0.2,0,47.6,13.46666667,0.291333333,0.333333333,0.933333333,0.4,0.166666667,54.13333333,19.86666667,35,609.2,1,0,0,7,3,1,0,11,Orthodox,187.96,187.96,205,31
2082,Sam Sicilia,Neil Hall,1/24/2015,"Stockholm, Sweden",1,FALSE,Featherweight,3,1,0,0,8.571428571,6,5.428571429,3.571428571,58.42857143,17.57142857,10.14285714,6.857142857,61.14285714,18.85714286,0,4.285714286,3.142857143,1.142857143,0.142857143,74,28,0.417142857,0.285714286,2.714285714,1.142857143,0.394285714,88.14285714,40.85714286,1,4,10.71428571,5.714285714,4.285714286,2.571428571,71,27.85714286,2.571428571,2.142857143,61.71428571,22.71428571,0.142857143,5.428571429,4.142857143,0.714285714,0.142857143,77.85714286,32.57142857,0.445714286,0.714285714,1.428571429,0.571428571,0.357142857,98.14285714,51.57142857,15,534.7142857,0,0,0,1,2,0,0,3,Orthodox,172.72,170.18,145,28
2083,Albert Tumenov,Leon Roberts,1/24/2015,"Stockholm, Sweden",1,FALSE,Welterweight,3,0,2,0,1.666666667,1,3.333333333,2.333333333,20.33333333,6.333333333,11,5.333333333,32.33333333,12.33333333,1.333333333,0.666666667,0.666666667,0,0.333333333,34.66666667,14,0.353333333,0,0.333333333,0.333333333,0.333333333,44,20,2,1,7,3.666666667,5,4.666666667,22.66666667,8.333333333,6.666666667,4.333333333,24.33333333,10.66666667,0,3,3,2,0,34.33333333,17.33333333,0.256666667,0,4,1.333333333,0.19,43.66666667,25.66666667,5,399.6666667,0,0,0,0,2,0,0,2,Orthodox,180.34,185.42,170,23
2084,Sultan Aliev,Bobby Rehman,1/24/2015,"Stockholm, Sweden",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170,30
2085,Makwan Amirkhani,Kevin Sataki,1/24/2015,"Stockholm, Sweden",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,145,26
2086,Stanislav Nedkov,Marc Goddard,1/24/2015,"Stockholm, Sweden",-1,FALSE,Light Heavyweight,3,2,0,0,6.333333333,4.666666667,19,12,33,9.333333333,14.33333333,7.333333333,57,21.66666667,0.666666667,3,2.333333333,0.333333333,0,66.33333333,28.66666667,0.436666667,0,3.666666667,1.666666667,0.276666667,77.66666667,38.33333333,1,2,17.33333333,12.33333333,41,26.66666667,35.66666667,14.66666667,4.333333333,3,50,19.33333333,0.333333333,13.66666667,12.66666667,1,0,81,44.33333333,0.503333333,0.333333333,0.333333333,0.333333333,0.333333333,106.3333333,66.66666667,6,513.3333333,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,205,33
2087,Anthony Christodoulou,Leon Roberts,1/24/2015,"Stockholm, Sweden",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,27
2088,Paul Redmond,Neil Hall,1/24/2015,"Stockholm, Sweden",-1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,28
2089,Konstantin Erokhin,Bobby Rehman,1/24/2015,"Stockholm, Sweden",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,230,31
2090,Chris Beal,Kevin Sataki,1/24/2015,"Stockholm, Sweden",-1,FALSE,Flyweight,3,0,2,0,4,3,15,9,53.5,11.5,17.5,11.5,81,28,0.5,1,1,2.5,0.5,86,32,0.37,0.5,2,1.5,0.375,97,42.5,2,0,7,3,4.5,2,66.5,24,2,1.5,47,12.5,0,19,12,1,0.5,73,27.5,0.38,0,2,1,0.33,89.5,42.5,5,655.5,0,0,0,1,1,0,0,2,Orthodox,170.18,175.26,125,29
2091,Dennis Siver,Herb Dean,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Featherweight,5,0,1,0,10.05555556,5.611111111,6.277777778,2.333333333,110.6666667,32.44444444,7.166666667,4.777777778,98.83333333,22.88888889,0.388888889,15.22222222,11.05555556,1.777777778,0.277777778,124.1111111,39.55555556,0.339444444,0.222222222,2,0.722222222,0.313888889,165.8888889,75.05555556,4,7,7.5,3.944444444,3.277777778,1.666666667,69.55555556,19.94444444,7.5,3.666666667,61.66666667,14.5,0.333333333,11.16666667,6.833333333,1.277777778,0.333333333,80.33333333,25.27777778,0.328888889,0.555555556,2.555555556,0.944444444,0.368888889,89.22222222,32.61111111,42,624.7222222,0,0,0,6,3,2,0,11,Orthodox,167.64,177.8,145,36
2092,Benson Henderson,Yves Lavigne,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Lightweight,3,1,0,0,21.27272727,16.81818182,17,11.63636364,84.27272727,29.45454545,21.09090909,13.18181818,85.09090909,25.54545455,0.272727273,16,11.90909091,1.545454545,0.090909091,122.3636364,54.27272727,0.455454545,0.818181818,4.272727273,2.363636364,0.456363636,160.4545455,88.63636364,7,2,14.54545455,8.818181818,9.727272727,6.272727273,72.81818182,20.27272727,3.363636364,1.363636364,62.27272727,12.36363636,0.181818182,9.090909091,6.727272727,0.545454545,0.090909091,85.90909091,27.90909091,0.354545455,1.545454545,6,2.181818182,0.298181818,104.5454545,44.54545455,40,1055.272727,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,31
2093,Ron Stallings,Herb Dean,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,31
2094,Gleison Tibau,Kevin MacDonald,1/18/2015,"Boston, Massachusetts, USA",1,FALSE,Lightweight,3,0,2,0,4.956521739,3.391304348,5.913043478,3.782608696,53.39130435,14.13043478,8.304347826,5.043478261,61.2173913,18.26086957,0.086956522,1.434782609,1.304347826,2.652173913,0.043478261,67.60869565,22.95652174,0.359130435,0.695652174,6.260869565,3.47826087,0.54,97.04347826,48.91304348,3,8,11.69565217,7.826086957,9.47826087,6.173913043,61.34782609,18.69565217,5.130434783,3,57.56521739,15.26086957,0.130434783,6.695652174,4.782608696,0.217391304,0.043478261,75.95652174,27.86956522,0.337391304,0.347826087,2.826086957,0.217391304,0.09,99.08695652,49.13043478,58,713.826087,0,0,4,6,1,4,0,15,Southpaw,177.8,180.34,155,31
2095,Sean Spencer,Yves Lavigne,1/18/2015,"Boston, Massachusetts, USA",-1,FALSE,Welterweight,3,0,1,0,18,10.8,15.6,9.2,172.4,55.6,2.8,2.6,167.4,51.6,0.2,5.4,5,1,0.2,190.8,67.4,0.324,0,0.6,0.2,0.1,201.6,78,2,2,15.2,9,13,7.4,127.6,43.2,10.2,7.6,124.4,38.2,0.2,11.2,11,1.4,0.2,150.8,58.2,0.4,0.8,8.4,2.6,0.304,168.8,74.2,15,866.6,0,0,1,2,0,0,0,3,,177.8,190.5,170,27
