ID,Unnamed: 0,R_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age
2443,2443,Jamie Varner,Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,2,0,0,8.857142857,6.571428571,7.714285714,4,60.28571429,22,17.71428571,7.142857143,74.71428571,25,0.285714286,2.142857143,1.571428571,1.285714286,0.285714286,85.71428571,33.14285714,0.412857143,0.857142857,5,3.142857143,0.59,108.1428571,49.71428571,2,4,4,2.571428571,5.142857143,2.571428571,50.14285714,18.57142857,6,4.285714286,52.57142857,18.14285714,0.142857143,4.714285714,4.714285714,1.571428571,0.571428571,61.28571429,25.42857143,0.381428571,0.714285714,2.142857143,0.714285714,0.2,80.57142857,44,16,589.1428571,0,0,1,0,1,1,0,3,Orthodox,172.72,182.88,155,29
2444,2444,Michael Chiesa,Herb Dean,5/24/2014,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,1,0,3,2.25,1.25,0.75,32.75,10.5,0.25,0,29.75,7.75,0.25,1.5,1.25,1.25,0.25,34.25,11.25,0.3775,1.25,3.75,1.25,0.3575,39,15.5,2,1,7.25,5,3,2.25,27,9.5,1.75,1.75,23.25,8,0,1.25,0.5,1,0,31.75,13.5,0.4175,0.75,0.75,0.5,0.165,46,26.25,7,404,1,0,0,0,0,3,0,3,Southpaw,185.42,190.5,170,26
2445,2445,Tony Ferguson,Yves Lavigne,5/24/2014,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,1,0,7.2,4.2,4,2.2,103.2,29.2,1.4,1.2,90.8,21,0.2,10.6,7.4,0.2,0,108.6,32.6,0.352,0.4,1,0.6,0.332,111.2,34.8,3,1,15.6,7.2,1.8,0.4,87.6,27.4,0,0,65.2,14.4,0.2,8.6,6.2,0,0,89.4,27.8,0.318,0,1.4,0,0,89.6,28,9,489.2,1,0,0,1,1,1,1,4,Orthodox,180.34,193.04,155,30
2446,2446,Chris Holdsworth,Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",1,FALSE,Bantamweight,3,0,1,0,9,4,14,8,34,7,2,0,37,7,0,4,4,2,0,50,15,0.3,1,2,1,0.5,78,41,1,0,18,11,10,5,34,13,0,0,21,4,0,5,3,0,0,44,18,0.4,0,3,0,0,45,19,2,430,1,0,0,0,0,1,0,1,,180.34,180.34,135,26
2447,2447,Al Iaquinta,Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,3,0,15,10.25,7.5,4.5,117,48,3.5,3,108.5,41,0.25,4.5,4.25,0,0,128,55.5,0.445,0.25,3.25,1.5,0.3125,131,57.75,3,1,14.25,9.25,4.25,1.75,113.75,35,4,3,99.25,24.25,0,8.5,6.25,0.5,0,122,39.75,0.3825,0.75,6.5,1.25,0.195,133,49.5,10,716.75,1,0,0,3,0,0,0,3,Orthodox,177.8,177.8,155,27
2448,2448,Anthony Njokuani,Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,1,0,28,17.66666667,14.16666667,10,114.6666667,49.83333333,1.5,0.666666667,84.33333333,29,0.166666667,18,13.83333333,0,0.166666667,130.3333333,60.5,0.46,0.166666667,1.166666667,0.5,0.276666667,137.3333333,67.16666667,1,3,13.66666667,6.666666667,12,9.166666667,88.16666667,24.5,2,1.5,70.5,15.5,0,18,13,1.166666667,0,102.1666667,35.16666667,0.361666667,0,6.5,2.5,0.446666667,114.1666667,44.83333333,17,828.6666667,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,34
2449,2449,Sam Sicilia,Jason Herzog,5/24/2014,"Las Vegas, Nevada, USA",1,FALSE,Featherweight,3,1,0,0,7,5.4,4,2.4,59.8,16.8,8,5.4,62.2,17.2,0,2.6,2,0.2,0,71.8,24.6,0.398,0.2,2.2,0.6,0.428,79.2,30.8,1,3,10.6,5,4,2.6,79.4,31.2,2,1.8,69.8,26.8,0.2,5,3.8,0.8,0,85.4,35.6,0.452,0.6,1.8,0.6,0.3,94.2,43.8,10,489,0,0,0,0,2,0,0,2,Orthodox,172.72,170.18,145,28
2450,2450,David Michaud,Mark Smith,5/24/2014,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,25
2451,2451,Matt Brown,Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Welterweight,5,0,6,0,11.1875,9.375,11,8.8125,33.125,14.9375,8.375,6,36.375,16.625,0.4375,4.9375,3.75,0.8125,0.1875,52.5,29.75,0.580625,1.125,2.0625,0.9375,0.40375,73.5625,48.4375,6,5,4.75,3.5,5.8125,3.4375,35.75,12.875,4.5625,2.9375,37.375,12.625,0.0625,4,3.125,1.1875,0.3125,46.125,19.25,0.376875,0.75,4.8125,1.625,0.2225,61,31.8125,34,493.75,0,0,0,2,8,1,0,11,Orthodox,182.88,190.5,170,33
2452,2452,Costas Philippou,Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Middleweight,3,2,0,0,4.875,3.25,5,3.375,62.625,19.5,8,4.625,69.125,23,0.5,1.625,1.25,0.25,0.125,75.625,27.5,0.37375,0.25,0.75,0.375,0.2075,93.25,42,5,3,10.25,7.625,6.25,4.5,55.25,19.5,7.75,5.125,50.875,14.875,0.25,8.125,6.625,2.25,0.125,69.25,29.125,0.44625,0,5,1.375,0.265,99.25,53.75,20,696.625,0,0,1,2,2,0,0,5,Orthodox,180.34,185.42,185,34
2453,2453,Erik Koch,Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",-1,FALSE,Lightweight,3,0,1,0,4.6,4.2,8,6.2,41,11.2,5.6,4.4,45.8,14,0.4,4.2,3.6,0.2,0,54.6,21.8,0.404,1,0,0,0,70.4,37,2,2,8.2,5.8,10.2,7.8,27,8.6,9.4,7.4,32.6,14.4,0.4,5.8,3.6,0.6,0,46.6,23.8,0.428,0.4,6.8,1,0.126,54,30.6,10,497.6,0,0,0,1,2,0,0,3,Southpaw,177.8,180.34,155,25
2454,2454,Neil Magny,Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Welterweight,3,0,1,0,12.25,9.5,19,14.25,82.75,26,6.25,3.25,86.5,26.5,0,9.25,7.5,1.75,0.25,108,43.5,0.3925,0,3.75,1.75,0.4,147.75,78.75,1,2,11.5,7.5,6.75,4,48.25,14.25,7.75,4.75,46.5,11.5,0,4.75,4,1.75,0,62.75,23,0.4225,0.25,8.25,1.75,0.3975,75.75,33,10,723.25,0,0,0,2,0,0,0,2,Orthodox,190.5,203.2,170,26
2455,2455,Soa Palelei,Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Heavyweight,3,0,2,0,5.333333333,4,10.66666667,7.666666667,8,3.333333333,12.33333333,9.666666667,23,14,0,2.666666667,2.666666667,2,0,31,20.66666667,0.7,0,2,2,1,68,55,2,1,6,5.333333333,28.66666667,21,33,11.66666667,0.333333333,0,52.66666667,25.33333333,0,3.333333333,2,0,0,62,32.66666667,0.48,0.666666667,2,0.333333333,0.066666667,112.6666667,81.33333333,7,542.3333333,0,0,0,0,2,0,0,2,Orthodox,193.04,205.74,265,36
2456,2456,Chris Cariaso,Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Flyweight,3,0,2,0,18.66666667,13.88888889,14.88888889,11,95.22222222,34.77777778,8.444444444,5.555555556,93.88888889,32.33333333,0,6,5.111111111,1.666666667,0.111111111,118.5555556,51.33333333,0.443333333,0.222222222,2.444444444,0.888888889,0.323333333,139.8888889,71.44444444,3,3,13.11111111,9,9,5.555555556,67.44444444,21.88888889,4.888888889,3.111111111,63.44444444,17.66666667,0,4.777777778,3.888888889,1.222222222,0,81.33333333,30.55555556,0.377777778,0.333333333,5.777777778,2.333333333,0.434444444,103.4444444,50.55555556,26,838,0,0,1,4,1,0,0,6,Southpaw,160.02,160.02,125,32
2457,2457,Ed Herman,Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Middleweight,3,1,0,0,10.53333333,9.133333333,10.93333333,8,24,7.2,15.8,10.93333333,38.8,16,0.133333333,1.4,1,2.133333333,0.266666667,50.73333333,26.13333333,0.522,0.866666667,3.666666667,1.933333333,0.508,85.8,58.53333333,3,7,5.8,5.2,6.8,5.466666667,20.46666667,11.46666667,7.133333333,4.8,24.6,12.86666667,0.066666667,4,3.666666667,1.933333333,0.4,34.4,21.73333333,0.625333333,1.2,2.733333333,0.866666667,0.172666667,55.8,41.13333333,33,553,1,0,1,1,2,4,0,8,Orthodox,185.42,195.58,205,33
2458,2458,Kyoji Horiguchi,Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Flyweight,3,0,1,0,2,1,2,2,14,10,34,18,43,24,1,5,5,3,0,50,30,0.6,0,3,1,0.33,98,74,1,0,3,3,6,5,7,2,2,2,11,5,0,1,1,1,1,15,9,0.6,1,1,1,1,24,18,2,531,0,0,0,0,1,0,0,1,Orthodox,165.1,167.64,125,23
2459,2459,Yan Cabral,Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",-1,FALSE,Welterweight,3,0,1,0,0,0,1,0,8,3,25,15,32,17,1,2,1,11,0,34,18,0.52,1,6,4,0.66,79,59,1,0,1,1,2,1,19,3,1,1,20,4,0,1,0,0,0,22,5,0.22,1,1,0,0,57,40,3,900,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,30
2460,2460,Eddie Wineland,Herb Dean,5/10/2014,"Cincinnati, Ohio, USA",-1,FALSE,Bantamweight,3,0,1,0,11,5.833333333,3.166666667,2.5,123.5,34.16666667,9.166666667,5.166666667,122.1666667,34,0.5,2.666666667,2,0.5,0,135.8333333,41.83333333,0.281666667,0,1.333333333,0.333333333,0.221666667,139.1666667,45.16666667,2,3,19.33333333,10.66666667,3.666666667,3.333333333,114.8333333,41.33333333,8.833333333,3.833333333,93.33333333,27.5,0.166666667,14.66666667,10.33333333,0,0,127.3333333,48.5,0.408333333,0,3.666666667,0.333333333,0.03,130.1666667,51.33333333,15,690.1666667,1,0,1,0,2,0,0,3,Orthodox,170.18,175.26,135,29
2461,2461,Manvel Gamburyan,Jerry Krysz,5/10/2014,"Cincinnati, Ohio, USA",-1,FALSE,Featherweight,3,1,0,0,4.1,2.8,5.4,3.6,35.9,11.8,7.1,3.4,39.9,12.2,0,4.4,3.8,0.8,0,48.4,18.8,0.391,0.4,6.8,2.2,0.346,66.9,35.2,2,6,6.4,4.5,6.3,4.7,52.3,19.5,4.5,3,47,14.8,0.2,9.7,7.9,0.2,0,63.1,27.2,0.509,0.1,1.6,0.5,0.142,105.8,63.7,23,592.4,1,0,0,2,0,2,0,4,Orthodox,165.1,170.18,135,33
2462,2462,Justin Salas,Gary Copeland,5/10/2014,"Cincinnati, Ohio, USA",1,FALSE,Lightweight,3,1,0,0,7.5,5.25,6.25,4.5,57.75,20,5,3.75,52.75,17,0,8.75,6,0.5,0,69,28.25,0.42,0,7,1.75,0.1475,77,35.75,1,2,16,7.75,7.25,5.25,73.5,16.5,4.25,2.5,64.25,13.75,0.5,4.75,2.75,0.5,0,85,24.25,0.43,0.25,0.25,0.25,0.25,89.75,28.75,8,506,0,0,1,1,0,0,0,2,Southpaw,172.72,177.8,155,32
2463,2463,Anthony Lapsley,Keith Peterson,5/10/2014,"Cincinnati, Ohio, USA",-1,FALSE,Welterweight,3,1,0,0,1,1,0,0,14,3,5,5,17,6,0,1,1,1,1,19,8,0.42,0,0,0,0,85,72,0,1,2,2,2,1,6,3,4,1,10,3,0,0,0,11,0,12,5,0.41,4,5,4,0.8,54,41,3,900,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,34
2464,2464,Jon Jones,Dan Miragliotta,4/26/2014,"Baltimore, Maryland, USA",1,TRUE,Light Heavyweight,5,0,10,0,15.28571429,10.57142857,11.78571429,7.928571429,60.21428571,27.92857143,18.35714286,13.14285714,59.57142857,26.78571429,0.285714286,15.5,11.64285714,1.571428571,0,90.35714286,49,0.572142857,0.571428571,3.785714286,1.928571429,0.62,105.6428571,62.71428571,10,1,11.42857143,6.142857143,9.071428571,4.714285714,54.14285714,17.21428571,0.642857143,0.357142857,45.42857143,10.78571429,0,7,5.357142857,0,0,63.85714286,22.28571429,0.327142857,0.071428571,1.714285714,0.071428571,0.008571429,72.64285714,30.28571429,37,708,7,0,0,4,4,5,0,13,Orthodox,193.04,213.36,205,26
2465,2465,Phil Davis,Herb Dean,4/26/2014,"Baltimore, Maryland, USA",-1,FALSE,Light Heavyweight,3,0,3,0,18.6,11.7,6.9,5.1,69.6,18,24,14.9,74.4,21.4,0,7.5,4.9,4,0,100.5,38,0.441,0.6,5.2,2.2,0.431,125.3,58.8,5,2,4.8,2.3,4.1,1.8,45.4,11.2,2,1.4,42.2,9.5,0,4.5,2.6,0.6,0.1,51.5,14.4,0.221,0.1,1.4,0.4,0.108,58.4,20.4,26,742.7,0,0,0,5,0,3,0,8,Orthodox,187.96,200.66,205,29
2466,2466,Luke Rockhold,Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Middleweight,3,0,1,0,4.5,3.5,1.5,1.5,15,7,0.5,0.5,9.5,3,0.5,3,2.5,0,0,17,9,0.515,0,0.5,0,0,17,9,1,1,1.5,0.5,0.5,0.5,16,3.5,3,2.5,16.5,4.5,0.5,1.5,1.5,0,0,19.5,6.5,0.33,0,0,0,0,20,7,2,151.5,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,185,29
2467,2467,Jim Miller,Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Lightweight,3,0,1,0,7.9375,5.0625,9.75,5.8125,55.0625,15.4375,9.9375,6.0625,60.75,17.5,0.1875,6.0625,4.75,1.75,0.1875,74.75,27.3125,0.339375,1.875,3.0625,1.4375,0.523125,93.3125,43.9375,7,4,8.125,5.9375,7.9375,5.1875,51.0625,14.125,8.375,5,56.5625,16.1875,0,2.6875,2.1875,1.25,0.375,67.375,24.3125,0.374375,0.75,2.375,1.4375,0.291875,95.5,50.4375,38,640.5625,0,0,0,5,2,5,0,12,Southpaw,172.72,180.34,155,30
2468,2468,Max Holloway,Kevin Mulhall,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Featherweight,3,0,1,0,22.57142857,14.57142857,13.14285714,8.714285714,142.2857143,53.57142857,4.142857143,2,130.8571429,44.57142857,0.714285714,6.142857143,5.142857143,0.142857143,0,159.5714286,64.28571429,0.371428571,0,0.142857143,0,0,163.2857143,67.28571429,3,3,12.71428571,4.857142857,5.285714286,3.142857143,142.1428571,38.42857143,7,3.857142857,130.7142857,31.28571429,0,11,9.285714286,1.714285714,0,154.4285714,45.42857143,0.315714286,0.428571429,6.714285714,1.714285714,0.331428571,160.2857143,49.85714286,17,691.2857143,0,0,1,1,2,0,0,4,Orthodox,180.34,175.26,155,22
2469,2469,Joseph Benavidez,Mario Yamasaki,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Flyweight,3,1,0,0,18.375,10.375,7,4.125,110.75,32.875,4.5,2.25,87.75,19.875,0.5,16.125,9,1.5,0,122.25,39.25,0.32125,0.375,4.75,1,0.18625,131,46.75,3,2,12.625,9,7.875,5.125,53.5,19.875,2.75,2.25,45.125,14,0.125,6.375,4.25,0.5,0,64.125,27.25,0.40875,0,2.375,0.75,0.09375,70.375,32.875,20,677,2,0,0,3,3,0,0,6,Southpaw,162.56,165.1,125,29
2470,2470,Takanori Gomi,Herb Dean,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Lightweight,3,1,0,0,16.14285714,9.714285714,3.857142857,3,88.85714286,27.71428571,1.857142857,1.571428571,74.28571429,19.85714286,0.285714286,4.142857143,2.714285714,0.142857143,0,94.57142857,32.28571429,0.301428571,0,0.571428571,0.142857143,0.071428571,106.8571429,44.14285714,2,4,8.714285714,6.142857143,3,2,89.71428571,34,2.571428571,1.571428571,82,27.71428571,0.285714286,4.571428571,3.714285714,1.142857143,0,95.28571429,37.57142857,0.371428571,1.285714286,3.571428571,1.285714286,0.268571429,106.7142857,47.42857143,15,558.7142857,0,0,1,0,2,0,0,3,Southpaw,170.18,177.8,155,35
2471,2471,Jessamyn Duke,Kevin Mulhall,4/26/2014,"Baltimore, Maryland, USA",-1,FALSE,Women's Bantamweight,3,0,1,0,48,35,35,29,143,87,7,7,129,80,0,8,8,0,0,185,123,0.66,3,2,1,0.5,265,201,1,0,2,0,6,0,137,31,4,3,144,34,0,1,0,1,0,147,34,0.23,0,0,0,0,158,45,3,900,0,0,0,1,0,0,0,1,,180.34,185.42,135,27
2472,2472,Danny Castillo,Dan Miragliotta,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Lightweight,3,1,0,0,6.777777778,5.555555556,7.444444444,6.444444444,46.11111111,14.77777778,22,14.22222222,61.55555556,23.11111111,0.111111111,7.222222222,6.777777778,1.666666667,0.111111111,75.55555556,35.44444444,0.503333333,0.222222222,7.111111111,3,0.43,100.5555556,57.44444444,3,3,8.555555556,5.555555556,2.888888889,2.222222222,52.22222222,17.33333333,2.888888889,2.222222222,44.33333333,11.44444444,0.222222222,5.111111111,4.777777778,1.333333333,0.222222222,58,21.77777778,0.393333333,1.888888889,2.222222222,0.666666667,0.121111111,81.22222222,43.22222222,24,773.1111111,0,0,1,4,1,0,0,6,Orthodox,175.26,180.34,155,34
2473,2473,Chris Beal,Herb Dean,4/26/2014,"Baltimore, Maryland, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,28
2474,2474,Fabricio Werdum,John McCarthy,4/19/2014,"Orlando, Florida, USA",1,FALSE,Heavyweight,5,0,3,0,5.714285714,4.857142857,8,6,43.57142857,21.85714286,11.28571429,7,49.42857143,22.85714286,0.142857143,7.714285714,7.142857143,1.428571429,0,62.85714286,34.85714286,0.608571429,0.142857143,1.571428571,0.428571429,0.142857143,73,43.14285714,3,2,3.285714286,2.285714286,5.857142857,4.142857143,30.57142857,9.857142857,2.428571429,2,26.42857143,8.285714286,0.285714286,9.142857143,5.428571429,0.142857143,0,38.85714286,16,0.445714286,0.142857143,0.714285714,0.428571429,0.107142857,50.28571429,26.71428571,13,477.7142857,0,0,0,1,3,1,0,5,Orthodox,193.04,195.58,231,36
2475,2475,Miesha Tate,Herb Dean,4/19/2014,"Orlando, Florida, USA",1,FALSE,Women's Bantamweight,3,2,0,0,3.5,3,11,6,30.5,14.5,4.5,3,42.5,20.5,0,0,0,2.5,0.5,46,23.5,0.51,1.5,5,2,0.375,67,41,0,2,7.5,7,15,12.5,23,11.5,14.5,13.5,38,23.5,0,7,7,3.5,1,52.5,37.5,0.73,2,4.5,3.5,0.875,140.5,120.5,6,716.5,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,27
2476,2476,Donald Cerrone,Jorge Alonso,4/19/2014,"Orlando, Florida, USA",1,FALSE,Lightweight,3,0,2,0,14.33333333,10.25,4.833333333,2.916666667,73.91666667,35.58333333,7.333333333,4.75,56.66666667,20.25,0.416666667,15.08333333,12.75,1.25,0.083333333,86.08333333,43.25,0.469166667,0.25,1.583333333,0.916666667,0.345833333,95.08333333,51,4,3,13.5,8.5,4.833333333,2.75,84.41666667,39.66666667,2.083333333,0.916666667,71.33333333,30.25,0.25,6.5,4.583333333,0,0.083333333,91.33333333,43.33333333,0.4275,0.166666667,2,0.25,0.039166667,98.16666667,49.5,24,532.5833333,0,0,0,3,3,3,0,9,Orthodox,185.42,185.42,155,31
2477,2477,Brad Tavares,Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",-1,FALSE,Middleweight,3,0,5,0,13.75,8.875,7,4.625,98.5,38.375,3.875,2.75,83.375,27.5,0.125,12.25,9.375,0.75,0.125,109.375,45.75,0.4425,0,4.75,1.625,0.255,126.125,61.25,5,1,10.375,6.625,14.875,9.75,65.75,24.125,4,3,58.375,19.25,0.125,15.875,11,0.5,0.125,84.625,36.875,0.46375,0.75,3.25,0.625,0.22375,107.75,58.125,22,820,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,26
2478,2478,Rafael Dos Anjos,John McCarthy,4/19/2014,"Orlando, Florida, USA",-1,FALSE,Lightweight,3,0,5,0,8.307692308,4.923076923,8.769230769,5.923076923,70.46153846,20.23076923,10.38461538,5.615384615,69.38461538,17.92307692,0.230769231,11.92307692,8.923076923,1.692307692,0.076923077,89.61538462,31.76923077,0.373076923,0.692307692,5.538461538,2,0.294615385,112.5384615,52.15384615,5,4,10.84615385,6.692307692,5.076923077,3.153846154,87.53846154,24.23076923,3.846153846,2.153846154,78.23076923,16.76923077,0.076923077,7.384615385,6.076923077,0.307692308,0.153846154,96.46153846,29.53846154,0.306923077,0.153846154,2.692307692,0.692307692,0.192307692,108.6923077,40.61538462,34,713.7692308,0,0,0,6,1,2,0,9,Southpaw,172.72,177.8,170,29
2479,2479,Thiago Alves,Herb Dean,4/19/2014,"Orlando, Florida, USA",1,FALSE,Welterweight,3,1,0,0,4.823529412,3.823529412,8.235294118,4.823529412,64.82352941,23.82352941,10.29411765,5.176470588,64.82352941,19.76470588,0.588235294,13.70588235,10.23529412,1.117647059,0.117647059,83.35294118,33.82352941,0.472941176,0.294117647,0.941176471,0.647058824,0.352352941,102.5882353,50.29411765,7,6,8,5.588235294,9.235294118,5.823529412,56.76470588,16.23529412,7.117647059,5.058823529,58.70588235,16.29411765,0.117647059,6.411764706,5.235294118,1.941176471,0.117647059,73.11764706,27.11764706,0.406470588,0.529411765,5.588235294,2.058823529,0.307647059,94.11764706,46.47058824,40,631.9411765,1,0,0,3,6,1,1,11,Orthodox,175.26,177.8,170,30
2480,2480,Jorge Masvidal,Jorge Alonso,4/19/2014,"Orlando, Florida, USA",1,FALSE,Lightweight,3,1,0,0,14.66666667,11.66666667,8.333333333,5.666666667,53.66666667,20,25.66666667,11.66666667,68,21.66666667,0,5,4,1.666666667,0,87.66666667,37.33333333,0.466666667,0.666666667,3.333333333,2.333333333,0.416666667,115.3333333,61.33333333,2,1,11.33333333,5.666666667,4,2.333333333,76,24.66666667,15.33333333,6,82,26,0.666666667,2,1.333333333,0.333333333,0.333333333,95.33333333,33,0.363333333,0.333333333,5.333333333,1.333333333,0.2,115,51,8,799.6666667,0,0,0,1,0,1,0,2,Orthodox,180.34,187.96,170,29
2481,2481,Estevan Payan,Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",-1,FALSE,Featherweight,3,2,0,0,14.5,10,15,12.5,56,11.5,8.5,4.5,55.5,13.5,0,9.5,5,1,0.5,79.5,28.5,0.375,0.5,0.5,0.5,0.5,106.5,54,0,2,10,8,9.5,6,52,22.5,16.5,13,47,17,0.5,21,16.5,2.5,0,78,41.5,0.525,0.5,6,4,0.8,106.5,67.5,6,756,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,32
2482,2482,Caio Magalhaes,John McCarthy,4/19/2014,"Orlando, Florida, USA",1,FALSE,Middleweight,3,0,2,0,8.666666667,5.666666667,6.666666667,5,48.66666667,14.66666667,8.666666667,5.333333333,40.66666667,11.66666667,0,14.66666667,7.666666667,1.666666667,0.333333333,64,25,0.43,1.666666667,6.333333333,1,0.21,108.3333333,62.66666667,2,1,8.666666667,6.666666667,8,7.333333333,51.33333333,14.33333333,16.33333333,10,61.66666667,21.33333333,0,5.333333333,3.666666667,1.666666667,0,75.66666667,31.66666667,0.446666667,0.333333333,4,1.666666667,0.276666667,120.3333333,69.33333333,8,756.3333333,0,0,0,1,0,1,0,2,Orthodox,185.42,185.42,185,26
2483,2483,Jordan Mein,Herb Dean,4/19/2014,"Orlando, Florida, USA",1,FALSE,Welterweight,3,1,0,0,6,4.5,11,7,38.5,16.5,6,3,49,21.5,1,0.5,0.5,0.5,0,55.5,26.5,0.475,0,0,0,0,56,27,1,1,12,8.5,8.5,6,45.5,14,6.5,5.5,46.5,15.5,0,2,1.5,0.5,0,60.5,25.5,0.38,1,1,0.5,0.5,61,26,3,321,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,170,24
2484,2484,Dustin Ortiz,Jorge Alonso,4/19/2014,"Orlando, Florida, USA",1,FALSE,Flyweight,3,1,0,0,12.5,10.5,16.5,13,58.5,16,18.5,16,70,25,0,11,9.5,6.5,0,93.5,45,0.47,0,8.5,3,0.385,134,81.5,1,1,12.5,6.5,12.5,9,67.5,26.5,7.5,7.5,55.5,19,0,19.5,17.5,1,0,87.5,43,0.49,1.5,4,1,0.165,111,65,6,849.5,0,0,0,0,1,0,0,1,Orthodox,165.1,165.1,125,25
2485,2485,Mirsad Bektic,Jorge Ortiz,4/19/2014,"Orlando, Florida, USA",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,23
2486,2486,Derrick Lewis,John McCarthy,4/19/2014,"Orlando, Florida, USA",1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,260,29
